SeriesID,RegionCode,2019,State,Region
MHICILBSD46005A052NCEN,46005,45617,SD,Beadle County
MHICILBID16007A052NCEN,16007,48191,ID,Bear Lake County
MHICILBNC37013A052NCEN,37013,45611,NC,Beaufort County
MHICILBSC45013A052NCEN,45013,70246,SC,Beaufort County
MHICILBLA22011A052NCEN,22011,50203,LA,Beauregard Parish
MHICILBUT49001A052NCEN,49001,52063,UT,Beaver County
MHICILBPA42007A052NCEN,42007,57533,PA,Beaver County
MHICILBOK40007A052NCEN,40007,49470,OK,Beaver County
MHICILBMT30001A052NCEN,30001,44108,MT,Beaverhead County
MHICILBMN27005A052NCEN,27005,59255,MN,Becker County
MHICILBOK40009A052NCEN,40009,44624,OK,Beckham County
MHICILBTN47003A052NCEN,47003,45722,TN,Bedford County
MHICILBVA51019A052NCEN,51019,62053,VA,Bedford County
MHICILBPA42009A052NCEN,42009,50741,PA,Bedford County
MHICILBTX48025A052NCEN,48025,39311,TX,Bee County
MHICILBNH33001A052NCEN,33001,61804,NH,Belknap County
MHICILBTX48027A052NCEN,48027,51560,TX,Bell County
MHICILBKY21013A052NCEN,21013,27627,KY,Bell County
MHICILBOH39013A052NCEN,39013,46532,OH,Belmont County
MHICILBMN27007A052NCEN,27007,49881,MN,Beltrami County
MHICILBGA13017A052NCEN,13017,31653,GA,Ben Hill County
MHICILBID16009A052NCEN,16009,44957,ID,Benewah County
MHICILBSD46007A052NCEN,46007,31904,SD,Bennett County
MHICILBVT50003A052NCEN,50003,52284,VT,Bennington County
MHICILBND38005A052NCEN,38005,40382,ND,Benson County
MHICILBCO08011A052NCEN,8011,31469,CO,Bent County
MHICILBTN47005A052NCEN,47005,37515,TN,Benton County
MHICILBIN18007A052NCEN,18007,48733,IN,Benton County
MHICILBMN27009A052NCEN,27009,56691,MN,Benton County
MHICILBAR05007A052NCEN,5007,66815,AR,Benton County
MHICILBMS28009A052NCEN,28009,33832,MS,Benton County
MHICILBIA19011A052NCEN,19011,63726,IA,Benton County
MHICILBMO29015A052NCEN,29015,37999,MO,Benton County
MHICILBOR41003A052NCEN,41003,64512,OR,Benton County
MHICILBWA53005A052NCEN,53005,68129,WA,Benton County
MHICILBMI26019A052NCEN,26019,50884,MI,Benzie County
MHICILBNJ34003A052NCEN,34003,104946,NJ,Bergen County
MHICILBSC45015A052NCEN,45015,65525,SC,Berkeley County
MHICILBWV54003A052NCEN,54003,58753,WV,Berkeley County
MHICILBPA42011A052NCEN,42011,64768,PA,Berks County
MHICILBMA25003A052NCEN,25003,55583,MA,Berkshire County
MHICILBNM35001A052NCEN,35001,53944,NM,Bernalillo County
MHICILBGA13019A052NCEN,13019,37629,GA,Berrien County
MHICILBMI26021A052NCEN,26021,48340,MI,Berrien County
MHICILBNC37015A052NCEN,37015,33818,NC,Bertie County
MHICILBAK02050A052NCEN,2050,43113,AK,Bethel CA
MHICILBTX48029A052NCEN,48029,57655,TX,Bexar County
MHICILBAL01007A052NCEN,1007,42291,AL,Bibb County
MHICILBGA13021A052NCEN,13021,39823,GA,Bibb County
MHICILBLA22013A052NCEN,22013,32816,LA,Bienville Parish
MHICILBWY56003A052NCEN,56003,46975,WY,Big Horn County
MHICILBMT30003A052NCEN,30003,38870,MT,Big Horn County
MHICILBMN27011A052NCEN,27011,46849,MN,Big Stone County
MHICILBND38007A052NCEN,38007,62325,ND,Billings County
MHICILBID16011A052NCEN,16011,55390,ID,Bingham County
MHICILBIA19013A052NCEN,19013,56751,IA,Black Hawk County
MHICILBIN18009A052NCEN,18009,41280,IN,Blackford County
MHICILBNC37017A052NCEN,37017,38122,NC,Bladen County
MHICILBMT30005A052NCEN,30005,39351,MT,Blaine County
MHICILBOK40011A052NCEN,40011,44803,OK,Blaine County
MHICILBNE31009A052NCEN,31009,40083,NE,Blaine County
MHICILBID16013A052NCEN,16013,68518,ID,Blaine County
MHICILBPA42013A052NCEN,42013,47769,PA,Blair County
MHICILBTX48031A052NCEN,48031,60747,TX,Blanco County
MHICILBVA51021A052NCEN,51021,43280,VA,Bland County
MHICILBGA13023A052NCEN,13023,42270,GA,Bleckley County
MHICILBTN47007A052NCEN,47007,38072,TN,Bledsoe County
MHICILBAL01009A052NCEN,1009,46777,AL,Blount County
MHICILBTN47009A052NCEN,47009,55500,TN,Blount County
MHICILBMN27013A052NCEN,27013,55254,MN,Blue Earth County
MHICILBID16015A052NCEN,16015,57607,ID,Boise County
MHICILBMS28011A052NCEN,28011,27290,MS,Bolivar County
MHICILBMO29017A052NCEN,29017,40527,MO,Bollinger County
MHICILBSD46009A052NCEN,46009,46966,SD,Bon Homme County
MHICILBIL17005A052NCEN,17005,47868,IL,Bond County
MHICILBID16017A052NCEN,16017,51586,ID,Bonner County
MHICILBID16019A052NCEN,16019,61161,ID,Bonneville County
MHICILBNE31011A052NCEN,31011,51405,NE,Boone County
MHICILBWV54005A052NCEN,54005,39464,WV,Boone County
MHICILBAR05009A052NCEN,5009,47327,AR,Boone County
MHICILBMO29019A052NCEN,29019,54027,MO,Boone County
MHICILBIL17007A052NCEN,17007,66591,IL,Boone County
MHICILBKY21015A052NCEN,21015,72291,KY,Boone County
MHICILBIN18011A052NCEN,18011,74992,IN,Boone County
MHICILBIA19015A052NCEN,19015,57319,IA,Boone County
MHICILBTX48033A052NCEN,48033,63294,TX,Borden County
MHICILBTX48035A052NCEN,48035,51234,TX,Bosque County
MHICILBLA22015A052NCEN,22015,49364,LA,Bossier Parish
MHICILBVA51023A052NCEN,51023,68147,VA,Botetourt County
MHICILBND38009A052NCEN,38009,55820,ND,Bottineau County
MHICILBCO08013A052NCEN,8013,85141,CO,Boulder County
MHICILBID16021A052NCEN,16021,44525,ID,Boundary County
MHICILBKS20011A052NCEN,20011,42210,KS,Bourbon County
MHICILBKY21017A052NCEN,21017,42600,KY,Bourbon County
MHICILBTX48037A052NCEN,48037,47861,TX,Bowie County
MHICILBND38011A052NCEN,38011,57685,ND,Bowman County
MHICILBNE31013A052NCEN,31013,55014,NE,Box Butte County
MHICILBUT49003A052NCEN,49003,64440,UT,Box Elder County
MHICILBNE31015A052NCEN,31015,41169,NE,Boyd County
MHICILBKY21019A052NCEN,21019,46272,KY,Boyd County
MHICILBKY21021A052NCEN,21021,48091,KY,Boyle County
MHICILBKY21023A052NCEN,21023,46948,KY,Bracken County
MHICILBFL12007A052NCEN,12007,42134,FL,Bradford County
MHICILBPA42015A052NCEN,42015,48864,PA,Bradford County
MHICILBAR05011A052NCEN,5011,35192,AR,Bradley County
MHICILBTN47011A052NCEN,47011,48490,TN,Bradley County
MHICILBMI26023A052NCEN,26023,49224,MI,Branch County
MHICILBGA13025A052NCEN,13025,39262,GA,Brantley County
MHICILBWV54007A052NCEN,54007,35017,WV,Braxton County
MHICILBTX48039A052NCEN,48039,78700,TX,Brazoria County
MHICILBTX48041A052NCEN,48041,50722,TX,Brazos County
MHICILBKY21025A052NCEN,21025,29785,KY,Breathitt County
MHICILBKY21027A052NCEN,21027,40923,KY,Breckinridge County
MHICILBIA19017A052NCEN,19017,63212,IA,Bremer County
MHICILBFL12009A052NCEN,12009,55030,FL,Brevard County
MHICILBTX48043A052NCEN,48043,42939,TX,Brewster County
MHICILBTX48045A052NCEN,48045,38852,TX,Briscoe County
MHICILBVA51520A052NCEN,51520,33384,VA,Bristol City
MHICILBRI44001A052NCEN,44001,81221,RI,Bristol County
MHICILBMA25005A052NCEN,25005,66654,MA,Bristol County
MHICILBAK02060A052NCEN,2060,77300,AK,Bristol Bay Borough
MHICILBMT30007A052NCEN,30007,53496,MT,Broadwater County
MHICILBNY36005A052NCEN,36005,40379,NY,Bronx County
MHICILBWV54009A052NCEN,54009,46119,WV,Brooke County
MHICILBSD46011A052NCEN,46011,54553,SD,Brookings County
MHICILBGA13027A052NCEN,13027,35432,GA,Brooks County
MHICILBTX48047A052NCEN,48047,27542,TX,Brooks County
MHICILBNY36007A052NCEN,36007,48874,NY,Broome County
MHICILBCO08014A052NCEN,8014,98922,CO,Broomfield County
MHICILBFL12011A052NCEN,12011,60383,FL,Broward County
MHICILBWI55009A052NCEN,55009,61806,WI,Brown County
MHICILBOH39015A052NCEN,39015,54015,OH,Brown County
MHICILBTX48049A052NCEN,48049,52609,TX,Brown County
MHICILBIN18013A052NCEN,18013,52700,IN,Brown County
MHICILBNE31017A052NCEN,31017,43038,NE,Brown County
MHICILBKS20013A052NCEN,20013,42176,KS,Brown County
MHICILBIL17009A052NCEN,17009,54485,IL,Brown County
MHICILBMN27015A052NCEN,27015,57393,MN,Brown County
MHICILBSD46013A052NCEN,46013,56827,SD,Brown County
MHICILBSD46015A052NCEN,46015,60408,SD,Brule County
MHICILBNC37019A052NCEN,37019,60721,NC,Brunswick County
MHICILBVA51025A052NCEN,51025,39312,VA,Brunswick County
MHICILBGA13029A052NCEN,13029,71289,GA,Bryan County
MHICILBOK40013A052NCEN,40013,40344,OK,Bryan County
MHICILBIA19019A052NCEN,19019,64857,IA,Buchanan County
MHICILBVA51027A052NCEN,51027,32781,VA,Buchanan County
MHICILBMO29021A052NCEN,29021,44709,MO,Buchanan County
MHICILBVA51029A052NCEN,51029,41966,VA,Buckingham County
MHICILBPA42017A052NCEN,42017,90583,PA,Bucks County
MHICILBVA51530A052NCEN,51530,39239,VA,Buena Vista City
MHICILBIA19021A052NCEN,19021,53931,IA,Buena Vista County
MHICILBSD46017A052NCEN,46017,23628,SD,Buffalo County
MHICILBNE31019A052NCEN,31019,60000,NE,Buffalo County
MHICILBWI55011A052NCEN,55011,54174,WI,Buffalo County
MHICILBKY21029A052NCEN,21029,62088,KY,Bullitt County
MHICILBGA13031A052NCEN,13031,45345,GA,Bulloch County
MHICILBAL01011A052NCEN,1011,28249,AL,Bullock County
MHICILBNC37021A052NCEN,37021,52154,NC,Buncombe County
MHICILBIL17011A052NCEN,17011,52804,IL,Bureau County
MHICILBGA13033A052NCEN,13033,37668,GA,Burke County
MHICILBND38013A052NCEN,38013,59920,ND,Burke County
MHICILBNC37023A052NCEN,37023,44118,NC,Burke County
MHICILBND38015A052NCEN,38015,68900,ND,Burleigh County
MHICILBTX48051A052NCEN,48051,56406,TX,Burleson County
MHICILBNJ34005A052NCEN,34005,85210,NJ,Burlington County
MHICILBTX48053A052NCEN,48053,56149,TX,Burnet County
MHICILBWI55013A052NCEN,55013,48564,WI,Burnett County
MHICILBNE31021A052NCEN,31021,48873,NE,Burt County
MHICILBKS20015A052NCEN,20015,59965,KS,Butler County
MHICILBMO29023A052NCEN,29023,37603,MO,Butler County
MHICILBOH39017A052NCEN,39017,65878,OH,Butler County
MHICILBIA19023A052NCEN,19023,52294,IA,Butler County
MHICILBNE31023A052NCEN,31023,56544,NE,Butler County
MHICILBKY21031A052NCEN,21031,40944,KY,Butler County
MHICILBPA42019A052NCEN,42019,68259,PA,Butler County
MHICILBAL01013A052NCEN,1013,37049,AL,Butler County
MHICILBID16023A052NCEN,16023,45429,ID,Butte County
MHICILBCA06007A052NCEN,6007,54390,CA,Butte County
MHICILBSD46019A052NCEN,46019,44207,SD,Butte County
MHICILBGA13035A052NCEN,13035,42816,GA,Butts County
MHICILBNC37025A052NCEN,37025,67827,NC,Cabarrus County
MHICILBWV54011A052NCEN,54011,38925,WV,Cabell County
MHICILBUT49005A052NCEN,49005,59502,UT,Cache County
MHICILBLA22017A052NCEN,22017,42009,LA,Caddo Parish
MHICILBOK40015A052NCEN,40015,41709,OK,Caddo County
MHICILBCA06009A052NCEN,6009,61762,CA,Calaveras County
MHICILBLA22019A052NCEN,22019,49144,LA,Calcasieu Parish
MHICILBMO29025A052NCEN,29025,47899,MO,Caldwell County
MHICILBLA22021A052NCEN,22021,38664,LA,Caldwell Parish
MHICILBKY21033A052NCEN,21033,38798,KY,Caldwell County
MHICILBNC37027A052NCEN,37027,45254,NC,Caldwell County
MHICILBTX48055A052NCEN,48055,51123,TX,Caldwell County
MHICILBVT50005A052NCEN,50005,47076,VT,Caledonia County
MHICILBMS28013A052NCEN,28013,34651,MS,Calhoun County
MHICILBAR05013A052NCEN,5013,43341,AR,Calhoun County
MHICILBSC45017A052NCEN,45017,42171,SC,Calhoun County
MHICILBIL17013A052NCEN,17013,57299,IL,Calhoun County
MHICILBWV54013A052NCEN,54013,32648,WV,Calhoun County
MHICILBIA19025A052NCEN,19025,51026,IA,Calhoun County
MHICILBGA13037A052NCEN,13037,30810,GA,Calhoun County
MHICILBAL01015A052NCEN,1015,44016,AL,Calhoun County
MHICILBFL12013A052NCEN,12013,36614,FL,Calhoun County
MHICILBMI26025A052NCEN,26025,46811,MI,Calhoun County
MHICILBTX48057A052NCEN,48057,50487,TX,Calhoun County
MHICILBTX48059A052NCEN,48059,44939,TX,Callahan County
MHICILBMO29027A052NCEN,29027,54273,MO,Callaway County
MHICILBKY21035A052NCEN,21035,41616,KY,Calloway County
MHICILBWI55015A052NCEN,55015,75677,WI,Calumet County
MHICILBMD24009A052NCEN,24009,105832,MD,Calvert County
MHICILBID16025A052NCEN,16025,49129,ID,Camas County
MHICILBPA42021A052NCEN,42021,46075,PA,Cambria County
MHICILBNC37029A052NCEN,37029,61593,NC,Camden County
MHICILBGA13039A052NCEN,13039,53225,GA,Camden County
MHICILBNJ34007A052NCEN,34007,70794,NJ,Camden County
MHICILBMO29029A052NCEN,29029,47095,MO,Camden County
MHICILBPA42023A052NCEN,42023,38662,PA,Cameron County
MHICILBTX48061A052NCEN,48061,38553,TX,Cameron County
MHICILBLA22023A052NCEN,22023,53129,LA,Cameron Parish
MHICILBTX48063A052NCEN,48063,41674,TX,Camp County
MHICILBTN47013A052NCEN,47013,38493,TN,Campbell County
MHICILBSD46021A052NCEN,46021,50186,SD,Campbell County
MHICILBWY56005A052NCEN,56005,76347,WY,Campbell County
MHICILBVA51031A052NCEN,51031,44808,VA,Campbell County
MHICILBKY21037A052NCEN,21037,61286,KY,Campbell County
MHICILBOK40017A052NCEN,40017,70025,OK,Canadian County
MHICILBGA13043A052NCEN,13043,37880,GA,Candler County
MHICILBTN47015A052NCEN,47015,47875,TN,Cannon County
MHICILBID16027A052NCEN,16027,55645,ID,Canyon County
MHICILBMO29031A052NCEN,29031,52706,MO,Cape Girardeau County
MHICILBNJ34009A052NCEN,34009,61812,NJ,Cape May County
MHICILBMT30009A052NCEN,30009,53603,MT,Carbon County
MHICILBPA42025A052NCEN,42025,56040,PA,Carbon County
MHICILBWY56007A052NCEN,56007,55921,WY,Carbon County
MHICILBUT49007A052NCEN,49007,46179,UT,Carbon County
MHICILBID16029A052NCEN,16029,55080,ID,Caribou County
MHICILBKY21039A052NCEN,21039,44214,KY,Carlisle County
MHICILBMN27017A052NCEN,27017,60027,MN,Carlton County
MHICILBVA51033A052NCEN,51033,59257,VA,Caroline County
MHICILBMD24011A052NCEN,24011,54279,MD,Caroline County
MHICILBMD24013A052NCEN,24013,97252,MD,Carroll County
MHICILBMO29033A052NCEN,29033,45360,MO,Carroll County
MHICILBAR05015A052NCEN,5015,38942,AR,Carroll County
MHICILBGA13045A052NCEN,13045,54256,GA,Carroll County
MHICILBTN47017A052NCEN,47017,39171,TN,Carroll County
MHICILBNH33003A052NCEN,33003,58661,NH,Carroll County
MHICILBMS28015A052NCEN,28015,39455,MS,Carroll County
MHICILBVA51035A052NCEN,51035,40671,VA,Carroll County
MHICILBOH39019A052NCEN,39019,52039,OH,Carroll County
MHICILBIA19027A052NCEN,19027,55022,IA,Carroll County
MHICILBKY21041A052NCEN,21041,45359,KY,Carroll County
MHICILBIL17015A052NCEN,17015,51129,IL,Carroll County
MHICILBIN18015A052NCEN,18015,52432,IN,Carroll County
MHICILBTX48065A052NCEN,48065,62643,TX,Carson County
MHICILBNV32510A052NCEN,32510,54021,NV,Carson City
MHICILBTN47019A052NCEN,47019,37060,TN,Carter County
MHICILBMO29035A052NCEN,29035,32080,MO,Carter County
MHICILBKY21043A052NCEN,21043,39241,KY,Carter County
MHICILBOK40019A052NCEN,40019,47546,OK,Carter County
MHICILBMT30011A052NCEN,30011,43495,MT,Carter County
MHICILBNC37031A052NCEN,37031,56628,NC,Carteret County
MHICILBMN27019A052NCEN,27019,99100,MN,Carver County
MHICILBMT30013A052NCEN,30013,48104,MT,Cascade County
MHICILBKY21045A052NCEN,21045,30554,KY,Casey County
MHICILBMI26027A052NCEN,26027,51182,MI,Cass County
MHICILBTX48067A052NCEN,48067,40106,TX,Cass County
MHICILBMN27021A052NCEN,27021,51280,MN,Cass County
MHICILBNE31025A052NCEN,31025,66804,NE,Cass County
MHICILBIN18017A052NCEN,18017,48331,IN,Cass County
MHICILBMO29037A052NCEN,29037,68060,MO,Cass County
MHICILBIA19029A052NCEN,19029,47900,IA,Cass County
MHICILBND38017A052NCEN,38017,59469,ND,Cass County
MHICILBIL17017A052NCEN,17017,45377,IL,Cass County
MHICILBID16031A052NCEN,16031,49124,ID,Cassia County
MHICILBTX48069A052NCEN,48069,46680,TX,Castro County
MHICILBNC37033A052NCEN,37033,46553,NC,Caswell County
MHICILBLA22025A052NCEN,22025,32300,LA,Catahoula Parish
MHICILBNC37035A052NCEN,37035,50052,NC,Catawba County
MHICILBGA13047A052NCEN,13047,56992,GA,Catoosa County
MHICILBNM35003A052NCEN,35003,32772,NM,Catron County
MHICILBNY36009A052NCEN,36009,48413,NY,Cattaraugus County
MHICILBND38019A052NCEN,38019,56230,ND,Cavalier County
MHICILBNY36011A052NCEN,36011,54431,NY,Cayuga County
MHICILBMD24015A052NCEN,24015,70274,MD,Cecil County
MHICILBNE31027A052NCEN,31027,55348,NE,Cedar County
MHICILBMO29039A052NCEN,29039,35348,MO,Cedar County
MHICILBIA19031A052NCEN,19031,65484,IA,Cedar County
MHICILBPA42027A052NCEN,42027,57401,PA,Centre County
MHICILBIA19033A052NCEN,19033,50154,IA,Cerro Gordo County
MHICILBCO08015A052NCEN,8015,54378,CO,Chaffee County
MHICILBAL01017A052NCEN,1017,37338,AL,Chambers County
MHICILBTX48071A052NCEN,48071,83298,TX,Chambers County
MHICILBOH39021A052NCEN,39021,57417,OH,Champaign County
MHICILBIL17019A052NCEN,17019,50581,IL,Champaign County
MHICILBMO29041A052NCEN,29041,44768,MO,Chariton County
MHICILBMD24017A052NCEN,24017,98357,MD,Charles County
