MHICILBMI26013A052NCEN;Baraga County, MI;26013;44789
MHICILBKS20007A052NCEN;Barber County, KS;20007;44525
MHICILBAL01005A052NCEN;Barbour County, AL;1005;31822
MHICILBWV54001A052NCEN;Barbour County, WV;54001;35327
MHICILBND38003A052NCEN;Barnes County, ND;38003;54410
MHICILBMA25001A052NCEN;Barnstable County, MA;25001;78854
MHICILBSC45011A052NCEN;Barnwell County, SC;45011;32724
MHICILBKY21009A052NCEN;Barren County, KY;21009;40298
MHICILBWI55005A052NCEN;Barron County, WI;55005;50433
MHICILBGA13013A052NCEN;Barrow County, GA;13013;65084
MHICILBMI26015A052NCEN;Barry County, MI;26015;63632
MHICILBMO29009A052NCEN;Barry County, MO;29009;42861
MHICILBIN18005A052NCEN;Bartholomew County, IN;18005;66643
MHICILBMO29011A052NCEN;Barton County, MO;29011;41262
MHICILBKS20009A052NCEN;Barton County, KS;20009;45830
MHICILBGA13015A052NCEN;Bartow County, GA;13015;55803
MHICILBTX48021A052NCEN;Bastrop County, TX;48021;55619
MHICILBMO29013A052NCEN;Bates County, MO;29013;43486
MHICILBVA51017A052NCEN;Bath County, VA;51017;48413
MHICILBKY21011A052NCEN;Bath County, KY;21011;37645
MHICILBAR05005A052NCEN;Baxter County, AR;5005;39449
MHICILBMI26017A052NCEN;Bay County, MI;26017;47365
MHICILBFL12005A052NCEN;Bay County, FL;12005;55318
MHICILBWI55007A052NCEN;Bayfield County, WI;55007;54157
MHICILBTX48023A052NCEN;Baylor County, TX;48023;36460
MHICILBSD46005A052NCEN;Beadle County, SD;46005;45617
MHICILBID16007A052NCEN;Bear Lake County, ID;16007;48191
MHICILBNC37013A052NCEN;Beaufort County, NC;37013;45611
MHICILBSC45013A052NCEN;Beaufort County, SC;45013;70246
MHICILBLA22011A052NCEN;Beauregard Parish, LA;22011;50203
MHICILBUT49001A052NCEN;Beaver County, UT;49001;52063
MHICILBPA42007A052NCEN;Beaver County, PA;42007;57533
MHICILBOK40007A052NCEN;Beaver County, OK;40007;49470
MHICILBMT30001A052NCEN;Beaverhead County, MT;30001;44108
MHICILBMN27005A052NCEN;Becker County, MN;27005;59255
MHICILBOK40009A052NCEN;Beckham County, OK;40009;44624
MHICILBTN47003A052NCEN;Bedford County, TN;47003;45722
MHICILBVA51019A052NCEN;Bedford County, VA;51019;62053
MHICILBPA42009A052NCEN;Bedford County, PA;42009;50741
MHICILBTX48025A052NCEN;Bee County, TX;48025;39311
MHICILBNH33001A052NCEN;Belknap County, NH;33001;61804
MHICILBTX48027A052NCEN;Bell County, TX;48027;51560
MHICILBKY21013A052NCEN;Bell County, KY;21013;27627
MHICILBOH39013A052NCEN;Belmont County, OH;39013;46532
MHICILBMN27007A052NCEN;Beltrami County, MN;27007;49881
MHICILBGA13017A052NCEN;Ben Hill County, GA;13017;31653
MHICILBID16009A052NCEN;Benewah County, ID;16009;44957
MHICILBSD46007A052NCEN;Bennett County, SD;46007;31904
MHICILBVT50003A052NCEN;Bennington County, VT;50003;52284
MHICILBND38005A052NCEN;Benson County, ND;38005;40382
MHICILBCO08011A052NCEN;Bent County, CO;8011;31469
MHICILBTN47005A052NCEN;Benton County, TN;47005;37515
MHICILBIN18007A052NCEN;Benton County, IN;18007;48733
MHICILBMN27009A052NCEN;Benton County, MN;27009;56691
MHICILBAR05007A052NCEN;Benton County, AR;5007;66815
MHICILBMS28009A052NCEN;Benton County, MS;28009;33832
MHICILBIA19011A052NCEN;Benton County, IA;19011;63726
MHICILBMO29015A052NCEN;Benton County, MO;29015;37999
MHICILBOR41003A052NCEN;Benton County, OR;41003;64512
MHICILBWA53005A052NCEN;Benton County, WA;53005;68129
MHICILBMI26019A052NCEN;Benzie County, MI;26019;50884
MHICILBNJ34003A052NCEN;Bergen County, NJ;34003;104946
MHICILBSC45015A052NCEN;Berkeley County, SC;45015;65525
MHICILBWV54003A052NCEN;Berkeley County, WV;54003;58753
MHICILBPA42011A052NCEN;Berks County, PA;42011;64768
MHICILBMA25003A052NCEN;Berkshire County, MA;25003;55583
MHICILBNM35001A052NCEN;Bernalillo County, NM;35001;53944
MHICILBGA13019A052NCEN;Berrien County, GA;13019;37629
MHICILBMI26021A052NCEN;Berrien County, MI;26021;48340
MHICILBNC37015A052NCEN;Bertie County, NC;37015;33818
MHICILBAK02050A052NCEN;Bethel CA, AK;2050;43113
MHICILBTX48029A052NCEN;Bexar County, TX;48029;57655
MHICILBAL01007A052NCEN;Bibb County, AL;1007;42291
MHICILBGA13021A052NCEN;Bibb County, GA;13021;39823
MHICILBLA22013A052NCEN;Bienville Parish, LA;22013;32816
MHICILBWY56003A052NCEN;Big Horn County, WY;56003;46975
MHICILBMT30003A052NCEN;Big Horn County, MT;30003;38870
MHICILBMN27011A052NCEN;Big Stone County, MN;27011;46849
MHICILBND38007A052NCEN;Billings County, ND;38007;62325
MHICILBID16011A052NCEN;Bingham County, ID;16011;55390
MHICILBIA19013A052NCEN;Black Hawk County, IA;19013;56751
MHICILBIN18009A052NCEN;Blackford County, IN;18009;41280
MHICILBNC37017A052NCEN;Bladen County, NC;37017;38122
MHICILBMT30005A052NCEN;Blaine County, MT;30005;39351
MHICILBOK40011A052NCEN;Blaine County, OK;40011;44803
MHICILBNE31009A052NCEN;Blaine County, NE;31009;40083
MHICILBID16013A052NCEN;Blaine County, ID;16013;68518
MHICILBPA42013A052NCEN;Blair County, PA;42013;47769
MHICILBTX48031A052NCEN;Blanco County, TX;48031;60747
MHICILBVA51021A052NCEN;Bland County, VA;51021;43280
MHICILBGA13023A052NCEN;Bleckley County, GA;13023;42270
MHICILBTN47007A052NCEN;Bledsoe County, TN;47007;38072
MHICILBAL01009A052NCEN;Blount County, AL;1009;46777
MHICILBTN47009A052NCEN;Blount County, TN;47009;55500
MHICILBMN27013A052NCEN;Blue Earth County, MN;27013;55254
MHICILBID16015A052NCEN;Boise County, ID;16015;57607
MHICILBMS28011A052NCEN;Bolivar County, MS;28011;27290
MHICILBMO29017A052NCEN;Bollinger County, MO;29017;40527
MHICILBSD46009A052NCEN;Bon Homme County, SD;46009;46966
MHICILBIL17005A052NCEN;Bond County, IL;17005;47868
MHICILBID16017A052NCEN;Bonner County, ID;16017;51586
MHICILBID16019A052NCEN;Bonneville County, ID;16019;61161
MHICILBNE31011A052NCEN;Boone County, NE;31011;51405
MHICILBWV54005A052NCEN;Boone County, WV;54005;39464
MHICILBAR05009A052NCEN;Boone County, AR;5009;47327
MHICILBMO29019A052NCEN;Boone County, MO;29019;54027
MHICILBIL17007A052NCEN;Boone County, IL;17007;66591
MHICILBKY21015A052NCEN;Boone County, KY;21015;72291
MHICILBIN18011A052NCEN;Boone County, IN;18011;74992
MHICILBIA19015A052NCEN;Boone County, IA;19015;57319
MHICILBTX48033A052NCEN;Borden County, TX;48033;63294
MHICILBTX48035A052NCEN;Bosque County, TX;48035;51234
MHICILBLA22015A052NCEN;Bossier Parish, LA;22015;49364
MHICILBVA51023A052NCEN;Botetourt County, VA;51023;68147
MHICILBND38009A052NCEN;Bottineau County, ND;38009;55820
MHICILBCO08013A052NCEN;Boulder County, CO;8013;85141
MHICILBID16021A052NCEN;Boundary County, ID;16021;44525
MHICILBKS20011A052NCEN;Bourbon County, KS;20011;42210
MHICILBKY21017A052NCEN;Bourbon County, KY;21017;42600
MHICILBTX48037A052NCEN;Bowie County, TX;48037;47861
MHICILBND38011A052NCEN;Bowman County, ND;38011;57685
MHICILBNE31013A052NCEN;Box Butte County, NE;31013;55014
MHICILBUT49003A052NCEN;Box Elder County, UT;49003;64440
MHICILBNE31015A052NCEN;Boyd County, NE;31015;41169
MHICILBKY21019A052NCEN;Boyd County, KY;21019;46272
MHICILBKY21021A052NCEN;Boyle County, KY;21021;48091
MHICILBKY21023A052NCEN;Bracken County, KY;21023;46948
MHICILBFL12007A052NCEN;Bradford County, FL;12007;42134
MHICILBPA42015A052NCEN;Bradford County, PA;42015;48864
MHICILBAR05011A052NCEN;Bradley County, AR;5011;35192
MHICILBTN47011A052NCEN;Bradley County, TN;47011;48490
MHICILBMI26023A052NCEN;Branch County, MI;26023;49224
MHICILBGA13025A052NCEN;Brantley County, GA;13025;39262
MHICILBWV54007A052NCEN;Braxton County, WV;54007;35017
MHICILBTX48039A052NCEN;Brazoria County, TX;48039;78700
MHICILBTX48041A052NCEN;Brazos County, TX;48041;50722
MHICILBKY21025A052NCEN;Breathitt County, KY;21025;29785
MHICILBKY21027A052NCEN;Breckinridge County, KY;21027;40923
MHICILBIA19017A052NCEN;Bremer County, IA;19017;63212
MHICILBFL12009A052NCEN;Brevard County, FL;12009;55030
MHICILBTX48043A052NCEN;Brewster County, TX;48043;42939
MHICILBTX48045A052NCEN;Briscoe County, TX;48045;38852
MHICILBVA51520A052NCEN;Bristol City, VA;51520;33384
MHICILBRI44001A052NCEN;Bristol County, RI;44001;81221
MHICILBMA25005A052NCEN;Bristol County, MA;25005;66654
MHICILBAK02060A052NCEN;Bristol Bay Borough, AK;2060;77300
MHICILBMT30007A052NCEN;Broadwater County, MT;30007;53496
MHICILBNY36005A052NCEN;Bronx County, NY;36005;40379
MHICILBWV54009A052NCEN;Brooke County, WV;54009;46119
MHICILBSD46011A052NCEN;Brookings County, SD;46011;54553
MHICILBGA13027A052NCEN;Brooks County, GA;13027;35432
MHICILBTX48047A052NCEN;Brooks County, TX;48047;27542
MHICILBNY36007A052NCEN;Broome County, NY;36007;48874
MHICILBCO08014A052NCEN;Broomfield County, CO;8014;98922
MHICILBFL12011A052NCEN;Broward County, FL;12011;60383
MHICILBWI55009A052NCEN;Brown County, WI;55009;61806
MHICILBOH39015A052NCEN;Brown County, OH;39015;54015
MHICILBTX48049A052NCEN;Brown County, TX;48049;52609
MHICILBIN18013A052NCEN;Brown County, IN;18013;52700
MHICILBNE31017A052NCEN;Brown County, NE;31017;43038
MHICILBKS20013A052NCEN;Brown County, KS;20013;42176
MHICILBIL17009A052NCEN;Brown County, IL;17009;54485
MHICILBMN27015A052NCEN;Brown County, MN;27015;57393
MHICILBSD46013A052NCEN;Brown County, SD;46013;56827
MHICILBSD46015A052NCEN;Brule County, SD;46015;60408
MHICILBNC37019A052NCEN;Brunswick County, NC;37019;60721
MHICILBVA51025A052NCEN;Brunswick County, VA;51025;39312
MHICILBGA13029A052NCEN;Bryan County, GA;13029;71289
MHICILBOK40013A052NCEN;Bryan County, OK;40013;40344
MHICILBIA19019A052NCEN;Buchanan County, IA;19019;64857
MHICILBVA51027A052NCEN;Buchanan County, VA;51027;32781
MHICILBMO29021A052NCEN;Buchanan County, MO;29021;44709
MHICILBVA51029A052NCEN;Buckingham County, VA;51029;41966
MHICILBPA42017A052NCEN;Bucks County, PA;42017;90583
MHICILBVA51530A052NCEN;Buena Vista City, VA;51530;39239
MHICILBIA19021A052NCEN;Buena Vista County, IA;19021;53931
MHICILBSD46017A052NCEN;Buffalo County, SD;46017;23628
MHICILBNE31019A052NCEN;Buffalo County, NE;31019;60000
MHICILBWI55011A052NCEN;Buffalo County, WI;55011;54174
MHICILBKY21029A052NCEN;Bullitt County, KY;21029;62088
MHICILBGA13031A052NCEN;Bulloch County, GA;13031;45345
MHICILBAL01011A052NCEN;Bullock County, AL;1011;28249
MHICILBNC37021A052NCEN;Buncombe County, NC;37021;52154
MHICILBIL17011A052NCEN;Bureau County, IL;17011;52804
MHICILBGA13033A052NCEN;Burke County, GA;13033;37668
MHICILBND38013A052NCEN;Burke County, ND;38013;59920
MHICILBNC37023A052NCEN;Burke County, NC;37023;44118
MHICILBND38015A052NCEN;Burleigh County, ND;38015;68900
MHICILBTX48051A052NCEN;Burleson County, TX;48051;56406
MHICILBNJ34005A052NCEN;Burlington County, NJ;34005;85210
MHICILBTX48053A052NCEN;Burnet County, TX;48053;56149
MHICILBWI55013A052NCEN;Burnett County, WI;55013;48564
MHICILBNE31021A052NCEN;Burt County, NE;31021;48873
MHICILBKS20015A052NCEN;Butler County, KS;20015;59965
MHICILBMO29023A052NCEN;Butler County, MO;29023;37603
MHICILBOH39017A052NCEN;Butler County, OH;39017;65878
MHICILBIA19023A052NCEN;Butler County, IA;19023;52294
MHICILBNE31023A052NCEN;Butler County, NE;31023;56544
MHICILBKY21031A052NCEN;Butler County, KY;21031;40944
MHICILBPA42019A052NCEN;Butler County, PA;42019;68259
MHICILBAL01013A052NCEN;Butler County, AL;1013;37049
MHICILBID16023A052NCEN;Butte County, ID;16023;45429
MHICILBCA06007A052NCEN;Butte County, CA;6007;54390
MHICILBSD46019A052NCEN;Butte County, SD;46019;44207
MHICILBGA13035A052NCEN;Butts County, GA;13035;42816
MHICILBNC37025A052NCEN;Cabarrus County, NC;37025;67827
MHICILBWV54011A052NCEN;Cabell County, WV;54011;38925
MHICILBUT49005A052NCEN;Cache County, UT;49005;59502
MHICILBLA22017A052NCEN;Caddo Parish, LA;22017;42009
MHICILBOK40015A052NCEN;Caddo County, OK;40015;41709
MHICILBCA06009A052NCEN;Calaveras County, CA;6009;61762
MHICILBLA22019A052NCEN;Calcasieu Parish, LA;22019;49144
MHICILBMO29025A052NCEN;Caldwell County, MO;29025;47899
MHICILBLA22021A052NCEN;Caldwell Parish, LA;22021;38664
MHICILBKY21033A052NCEN;Caldwell County, KY;21033;38798
MHICILBNC37027A052NCEN;Caldwell County, NC;37027;45254
MHICILBTX48055A052NCEN;Caldwell County, TX;48055;51123
MHICILBVT50005A052NCEN;Caledonia County, VT;50005;47076
MHICILBMS28013A052NCEN;Calhoun County, MS;28013;34651
MHICILBAR05013A052NCEN;Calhoun County, AR;5013;43341
MHICILBSC45017A052NCEN;Calhoun County, SC;45017;42171
MHICILBIL17013A052NCEN;Calhoun County, IL;17013;57299
MHICILBWV54013A052NCEN;Calhoun County, WV;54013;32648
MHICILBIA19025A052NCEN;Calhoun County, IA;19025;51026
MHICILBGA13037A052NCEN;Calhoun County, GA;13037;30810
MHICILBAL01015A052NCEN;Calhoun County, AL;1015;44016
MHICILBFL12013A052NCEN;Calhoun County, FL;12013;36614
MHICILBMI26025A052NCEN;Calhoun County, MI;26025;46811
MHICILBTX48057A052NCEN;Calhoun County, TX;48057;50487
MHICILBTX48059A052NCEN;Callahan County, TX;48059;44939
MHICILBMO29027A052NCEN;Callaway County, MO;29027;54273
MHICILBKY21035A052NCEN;Calloway County, KY;21035;41616
MHICILBWI55015A052NCEN;Calumet County, WI;55015;75677
MHICILBMD24009A052NCEN;Calvert County, MD;24009;105832
MHICILBID16025A052NCEN;Camas County, ID;16025;49129
MHICILBPA42021A052NCEN;Cambria County, PA;42021;46075
MHICILBNC37029A052NCEN;Camden County, NC;37029;61593
MHICILBGA13039A052NCEN;Camden County, GA;13039;53225
MHICILBNJ34007A052NCEN;Camden County, NJ;34007;70794
MHICILBMO29029A052NCEN;Camden County, MO;29029;47095
MHICILBPA42023A052NCEN;Cameron County, PA;42023;38662
MHICILBTX48061A052NCEN;Cameron County, TX;48061;38553
MHICILBLA22023A052NCEN;Cameron Parish, LA;22023;53129
MHICILBTX48063A052NCEN;Camp County, TX;48063;41674
MHICILBTN47013A052NCEN;Campbell County, TN;47013;38493
MHICILBSD46021A052NCEN;Campbell County, SD;46021;50186
MHICILBWY56005A052NCEN;Campbell County, WY;56005;76347
MHICILBVA51031A052NCEN;Campbell County, VA;51031;44808
MHICILBKY21037A052NCEN;Campbell County, KY;21037;61286
MHICILBOK40017A052NCEN;Canadian County, OK;40017;70025
MHICILBGA13043A052NCEN;Candler County, GA;13043;37880
MHICILBTN47015A052NCEN;Cannon County, TN;47015;47875
MHICILBID16027A052NCEN;Canyon County, ID;16027;55645
MHICILBMO29031A052NCEN;Cape Girardeau County, MO;29031;52706
MHICILBNJ34009A052NCEN;Cape May County, NJ;34009;61812
MHICILBMT30009A052NCEN;Carbon County, MT;30009;53603
MHICILBPA42025A052NCEN;Carbon County, PA;42025;56040
MHICILBWY56007A052NCEN;Carbon County, WY;56007;55921
MHICILBUT49007A052NCEN;Carbon County, UT;49007;46179
MHICILBID16029A052NCEN;Caribou County, ID;16029;55080
MHICILBKY21039A052NCEN;Carlisle County, KY;21039;44214
MHICILBMN27017A052NCEN;Carlton County, MN;27017;60027
MHICILBVA51033A052NCEN;Caroline County, VA;51033;59257
MHICILBMD24011A052NCEN;Caroline County, MD;24011;54279
MHICILBMD24013A052NCEN;Carroll County, MD;24013;97252
MHICILBMO29033A052NCEN;Carroll County, MO;29033;45360
MHICILBAR05015A052NCEN;Carroll County, AR;5015;38942
MHICILBGA13045A052NCEN;Carroll County, GA;13045;54256
MHICILBTN47017A052NCEN;Carroll County, TN;47017;39171
MHICILBNH33003A052NCEN;Carroll County, NH;33003;58661
MHICILBMS28015A052NCEN;Carroll County, MS;28015;39455
MHICILBVA51035A052NCEN;Carroll County, VA;51035;40671
MHICILBOH39019A052NCEN;Carroll County, OH;39019;52039
MHICILBIA19027A052NCEN;Carroll County, IA;19027;55022
MHICILBKY21041A052NCEN;Carroll County, KY;21041;45359
MHICILBIL17015A052NCEN;Carroll County, IL;17015;51129
MHICILBIN18015A052NCEN;Carroll County, IN;18015;52432
MHICILBTX48065A052NCEN;Carson County, TX;48065;62643
MHICILBNV32510A052NCEN;Carson City, NV;32510;54021
MHICILBTN47019A052NCEN;Carter County, TN;47019;37060
MHICILBMO29035A052NCEN;Carter County, MO;29035;32080
MHICILBKY21043A052NCEN;Carter County, KY;21043;39241
MHICILBOK40019A052NCEN;Carter County, OK;40019;47546
MHICILBMT30011A052NCEN;Carter County, MT;30011;43495
MHICILBNC37031A052NCEN;Carteret County, NC;37031;56628
MHICILBMN27019A052NCEN;Carver County, MN;27019;99100
MHICILBMT30013A052NCEN;Cascade County, MT;30013;48104
MHICILBKY21045A052NCEN;Casey County, KY;21045;30554
MHICILBMI26027A052NCEN;Cass County, MI;26027;51182
MHICILBTX48067A052NCEN;Cass County, TX;48067;40106
MHICILBMN27021A052NCEN;Cass County, MN;27021;51280
MHICILBNE31025A052NCEN;Cass County, NE;31025;66804
MHICILBIN18017A052NCEN;Cass County, IN;18017;48331
MHICILBMO29037A052NCEN;Cass County, MO;29037;68060
MHICILBIA19029A052NCEN;Cass County, IA;19029;47900
MHICILBND38017A052NCEN;Cass County, ND;38017;59469
MHICILBIL17017A052NCEN;Cass County, IL;17017;45377
MHICILBID16031A052NCEN;Cassia County, ID;16031;49124
MHICILBTX48069A052NCEN;Castro County, TX;48069;46680
MHICILBNC37033A052NCEN;Caswell County, NC;37033;46553
MHICILBLA22025A052NCEN;Catahoula Parish, LA;22025;32300
MHICILBNC37035A052NCEN;Catawba County, NC;37035;50052
MHICILBGA13047A052NCEN;Catoosa County, GA;13047;56992
MHICILBNM35003A052NCEN;Catron County, NM;35003;32772
MHICILBNY36009A052NCEN;Cattaraugus County, NY;36009;48413
MHICILBND38019A052NCEN;Cavalier County, ND;38019;56230
MHICILBNY36011A052NCEN;Cayuga County, NY;36011;54431
MHICILBMD24015A052NCEN;Cecil County, MD;24015;70274
MHICILBNE31027A052NCEN;Cedar County, NE;31027;55348
MHICILBMO29039A052NCEN;Cedar County, MO;29039;35348
MHICILBIA19031A052NCEN;Cedar County, IA;19031;65484
MHICILBPA42027A052NCEN;Centre County, PA;42027;57401
MHICILBIA19033A052NCEN;Cerro Gordo County, IA;19033;50154
MHICILBCO08015A052NCEN;Chaffee County, CO;8015;54378
MHICILBAL01017A052NCEN;Chambers County, AL;1017;37338
MHICILBTX48071A052NCEN;Chambers County, TX;48071;83298
MHICILBOH39021A052NCEN;Champaign County, OH;39021;57417
MHICILBIL17019A052NCEN;Champaign County, IL;17019;50581
MHICILBMO29041A052NCEN;Chariton County, MO;29041;44768
MHICILBMD24017A052NCEN;Charles County, MD;24017;98357
MHICILBVA51036A052NCEN;Charles City County, VA;51036;50437
